,ynn,ynn_timeseries,red,sparsity,closest
0,0.3999999999999999,0.8,140,441,945
1,0.19999999999999996,0.8,73,263,945
2,0.19999999999999996,0.8,43,70,945
3,0.19999999999999996,0.8,190,310,945
4,0.19999999999999996,0.8,185,291,945
5,0.19999999999999996,0.8,16,41,945
6,0.19999999999999996,0.8,153,367,945
7,0.19999999999999996,0.8,82,270,945
8,0.19999999999999996,0.8,178,445,945
9,0.19999999999999996,0.8,194,368,945
10,0.19999999999999996,0.8,155,359,945
11,0.19999999999999996,0.8,218,322,945
12,0.19999999999999996,0.8,48,232,945
13,0.19999999999999996,0.8,50,99,945
14,0.19999999999999996,0.8,72,120,945
15,0.6,0.8,174,225,945
16,0.19999999999999996,0.8,61,237,945
17,0.19999999999999996,0.8,99,324,945
18,0.19999999999999996,0.8,203,411,945
19,0.19999999999999996,0.8,149,248,945
