,ynn,ynn_timeseries,red,sparsity,closest
0,0.19999999999999996,0.8,26,82,140
1,0.19999999999999996,0.8,8,32,140
2,0.19999999999999996,0.8,11,29,140
3,1.0,0.8,22,64,140
4,0.3999999999999999,0.8,26,62,140
5,0.19999999999999996,0.8,7,30,140
6,0.19999999999999996,0.8,12,48,140
7,1.0,0.8,10,34,140
8,0.19999999999999996,0.8,2,29,140
9,0.19999999999999996,0.8,25,84,140
10,0.19999999999999996,0.8,15,50,140
11,0.19999999999999996,0.8,33,58,140
12,0.19999999999999996,0.8,23,73,140
13,0.19999999999999996,0.8,46,85,140
14,0.19999999999999996,0.8,9,51,140
15,0.19999999999999996,0.8,32,73,140
16,0.19999999999999996,0.8,6,33,140
17,0.19999999999999996,0.8,27,55,140
18,0.19999999999999996,0.8,14,57,140
19,0.19999999999999996,0.8,9,35,140
20,0.19999999999999996,0.8,33,140,140
21,0.19999999999999996,0.8,48,140,140
22,0.19999999999999996,0.8,42,130,140
23,0.19999999999999996,0.8,33,140,140
24,0.19999999999999996,0.8,23,136,140
25,0.19999999999999996,0.8,53,114,140
26,0.3999999999999999,0.8,35,140,140
27,0.19999999999999996,0.8,62,140,140
28,0.19999999999999996,0.8,54,140,140
29,0.19999999999999996,0.8,60,131,140
30,0.19999999999999996,0.8,75,140,140
31,0.19999999999999996,0.8,60,140,140
32,1.0,0.8,54,120,140
33,0.19999999999999996,0.8,46,140,140
34,0.19999999999999996,0.8,45,140,140
35,0.19999999999999996,0.8,63,140,140
36,0.19999999999999996,0.8,52,140,140
37,1.0,0.8,60,140,140
38,0.19999999999999996,0.8,52,140,140
39,0.19999999999999996,0.8,76,140,140
40,1.0,0.8,57,112,140
41,0.19999999999999996,0.8,19,61,140
42,0.19999999999999996,0.8,34,64,140
43,0.19999999999999996,0.8,39,98,140
44,0.19999999999999996,0.8,38,66,140
45,1.0,0.8,22,88,140
46,0.19999999999999996,0.8,16,46,140
47,0.19999999999999996,0.8,16,60,140
48,0.19999999999999996,0.8,26,61,140
49,0.19999999999999996,0.8,52,117,140
50,1.0,0.8,31,75,140
51,0.19999999999999996,0.8,28,59,140
52,1.0,0.8,40,113,140
53,0.19999999999999996,0.8,28,87,140
54,0.19999999999999996,0.8,17,63,140
55,0.19999999999999996,0.8,19,70,140
56,0.3999999999999999,0.8,35,85,140
57,0.19999999999999996,0.8,31,80,140
58,0.19999999999999996,0.8,47,93,140
59,0.19999999999999996,0.8,35,82,140
60,0.19999999999999996,0.8,10,44,140
61,0.19999999999999996,0.8,39,79,140
62,0.19999999999999996,0.8,38,70,140
63,0.19999999999999996,0.8,12,58,140
64,0.19999999999999996,0.8,49,95,140
65,0.19999999999999996,0.8,13,29,140
66,0.19999999999999996,0.8,12,31,140
67,0.19999999999999996,0.8,22,84,140
68,0.19999999999999996,0.8,23,64,140
69,0.19999999999999996,0.8,32,108,140
70,0.19999999999999996,0.8,22,48,140
71,0.19999999999999996,0.8,24,56,140
72,0.19999999999999996,0.8,46,128,140
73,0.19999999999999996,0.8,8,34,140
74,0.19999999999999996,0.8,16,46,140
75,0.19999999999999996,0.8,14,57,140
76,1.0,0.8,19,53,140
77,0.19999999999999996,0.8,16,30,140
78,0.19999999999999996,0.8,15,64,140
79,0.19999999999999996,0.8,22,90,140
