,method,validity,ynn_timeseries,ynn_timeseries_std,red,red_std,sparsity,sparsity_std,dis,dis_std
0,TS_Evo,Not implemented,0.8000000000000003,2.220446049250313e-16,18.636363636363637,11.72621559717392,0.4636363636363636,0.16872749064345216,0.2750643102394449,0.08680696246097289
1,Wachter,0.65,0.8000000000000003,2.220446049250313e-16,113.2,19.562549254464084,1.0,0.0,3.1459793854502442,2.4294354293757023
2,NG_DBN,1.0,0.8000000000000003,2.220446049250313e-16,0.45454545454545453,1.4373989364401727,0.8285714285714285,0.09556491543042608,0.22501892847964217,0.21514498885698957
3,NG_GradCam,1.0,0.8000000000000003,2.220446049250313e-16,0.0,0.0,0.007142857142857143,0.0,0.0023606705911038963,0.0017751353418610355
