0,1,2,accuracy,macro avg,weighted avg
0.8148148148148148,0.7916666666666666,0.5333333333333333,0.664,0.7132716049382716,0.7132716049382716
0.704,0.456,0.832,0.664,0.664,0.664
0.7553648068669528,0.5786802030456852,0.65,0.664,0.661348336637546,0.661348336637546
125.0,125.0,125.0,0.664,375.0,375.0
