0,1,2,accuracy,macro avg,weighted avg
0.9444444444444444,0.9090909090909091,0.8082191780821918,0.88,0.8872515105391817,0.8872515105391817
0.816,0.88,0.944,0.88,0.8799999999999999,0.88
0.8755364806866952,0.8943089430894309,0.8708487084870847,0.88,0.8802313774210703,0.8802313774210704
125.0,125.0,125.0,0.88,375.0,375.0
