,method,validity,ynn_timeseries,ynn_timeseries_std,sparsity,sparsity_std,dis,dis_std
0,TS_Evo,Not implemented,0.8000000000000002,1.1102230246251565e-16,0.26419413919413925,0.1340927971545653,0.19143995146113926,0.09618638188512363
1,Wachter,0.0,0.8,0.0,1.0,0.0,0.20362655302806676,0.06959383738667889
2,Ates,1.0,0.9800000000000001,0.05999999999999999,0.6239010989010988,0.07109737011295772,0.4132637867216117,0.04949920231673184
