loss,accuracy,val_loss,val_accuracy
0.2640955448150635,0.47999998927116394,0.25389552116394043,0.5066666603088379
0.25239697098731995,0.47999998927116394,0.2516491413116455,0.47333332896232605
0.2494606375694275,0.5199999809265137,0.25491800904273987,0.4933333396911621
0.2513483464717865,0.5199999809265137,0.2577454745769501,0.4933333396911621
0.25392693281173706,0.5199999809265137,0.25940677523612976,0.4933333396911621
0.25405266880989075,0.5199999809265137,0.26087474822998047,0.4933333396911621
0.2553865313529968,0.5199999809265137,0.262986958026886,0.4933333396911621
0.25689464807510376,0.5199999809265137,0.26401588320732117,0.4933333396911621
0.2567322552204132,0.5199999809265137,0.26101601123809814,0.4933333396911621
0.2539210915565491,0.5199999809265137,0.2564030587673187,0.4933333396911621
0.2507450580596924,0.5199999809265137,0.25228768587112427,0.4933333396911621
0.24957141280174255,0.5199999809265137,0.24976719915866852,0.4933333396911621
0.24726463854312897,0.5199999809265137,0.24954785406589508,0.4933333396911621
0.24688559770584106,0.5199999809265137,0.25067710876464844,0.4933333396911621
0.24705436825752258,0.5199999809265137,0.25086238980293274,0.4933333396911621
0.24660414457321167,0.5199999809265137,0.24988703429698944,0.4933333396911621
0.24670414626598358,0.5199999809265137,0.248347669839859,0.4933333396911621
0.24574020504951477,0.5199999809265137,0.2470812201499939,0.4933333396911621
0.2441195547580719,0.5400000214576721,0.2462386041879654,0.5600000023841858
0.2440606951713562,0.6800000071525574,0.24530087411403656,0.6000000238418579
0.244147390127182,0.6000000238418579,0.24491989612579346,0.6133333444595337
0.24330587685108185,0.6200000047683716,0.2444591522216797,0.6200000047683716
0.24299874901771545,0.6200000047683716,0.24398991465568542,0.6466666460037231
0.24235723912715912,0.6600000262260437,0.24348579347133636,0.6200000047683716
0.24147851765155792,0.6200000047683716,0.24305087327957153,0.6133333444595337
0.24115543067455292,0.6000000238418579,0.24275515973567963,0.7133333086967468
0.23920206725597382,0.7200000286102295,0.2437983751296997,0.5333333611488342
0.24159103631973267,0.5199999809265137,0.246970996260643,0.4933333396911621
0.24169930815696716,0.5199999809265137,0.2475438117980957,0.4933333396911621
0.24218373000621796,0.5199999809265137,0.24496614933013916,0.4933333396911621
0.2393971085548401,0.5199999809265137,0.24433372914791107,0.4933333396911621
0.23881860077381134,0.5400000214576721,0.24369052052497864,0.4933333396911621
0.23804016411304474,0.5199999809265137,0.2441520243883133,0.4933333396911621
0.23821011185646057,0.5199999809265137,0.24548369646072388,0.4933333396911621
0.23905397951602936,0.5199999809265137,0.2447800636291504,0.4933333396911621
0.23838329315185547,0.5199999809265137,0.2411268651485443,0.5400000214576721
0.23476552963256836,0.6000000238418579,0.23913192749023438,0.5799999833106995
0.23431117832660675,0.6800000071525574,0.23815979063510895,0.6866666674613953
0.23389725387096405,0.7400000095367432,0.23789016902446747,0.6800000071525574
0.23305518925189972,0.7599999904632568,0.23709353804588318,0.7133333086967468
0.23278717696666718,0.6600000262260437,0.2366655468940735,0.6933333277702332
0.23231174051761627,0.699999988079071,0.23678264021873474,0.653333306312561
0.23156629502773285,0.7799999713897705,0.2369159460067749,0.5933333039283752
0.23111940920352936,0.6800000071525574,0.23713205754756927,0.5799999833106995
0.23147107660770416,0.5799999833106995,0.23840133845806122,0.54666668176651
0.23114073276519775,0.5799999833106995,0.23810234665870667,0.5533333420753479
0.23067981004714966,0.5799999833106995,0.23685945570468903,0.5733333230018616
0.22872881591320038,0.6399999856948853,0.2348637878894806,0.6133333444595337
0.22834894061088562,0.7599999904632568,0.23354031145572662,0.7266666889190674
0.22784075140953064,0.699999988079071,0.23273788392543793,0.6399999856948853
0.2275896817445755,0.6800000071525574,0.23218777775764465,0.6466666460037231
