0,1,2,3,4,5,accuracy,macro avg,weighted avg
0.8484848484848485,0.5882352941176471,0.68,1.0,1.0,1.0,0.85,0.8527866904337493,0.8527866904337492
0.9333333333333333,0.6666666666666666,0.5666666666666667,1.0,0.9666666666666667,0.9666666666666667,0.85,0.8500000000000001,0.85
0.888888888888889,0.625,0.6181818181818183,1.0,0.983050847457627,0.983050847457627,0.85,0.8496954003309934,0.8496954003309937
30.0,30.0,30.0,30.0,30.0,30.0,0.85,180.0,180.0
