,method,validity,ynn_timeseries,ynn_timeseries_std,sparsity,sparsity_std,dis,dis_std
0,TS_Evo,1.0,0.8000000000000002,1.1102230246251565e-16,0.4015625,0.23839094128220703,0.20010709699046134,0.13796348339251005
1,Wachter,0.85,0.8,0.0,1.0,0.0,0.013513928824418448,0.0043916923610194895
2,NG_DBN,0.0,,,,,,
3,NG_GradCam,0.0,,,,,,
