0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,accuracy,macro avg,weighted avg
1.0,0.9696969696969697,1.0,0.9701492537313433,0.9836065573770492,0.9833333333333333,0.9852941176470589,0.9565217391304348,1.0,0.9230769230769231,1.0,0.9859154929577465,0.9555555555555556,0.9861111111111112,0.9753086419753086,1.0,0.9857142857142858,1.0,1.0,0.9827586206896551,0.9825905292479109,0.9821521300998386,0.9829469884075256
1.0,0.9846153846153847,0.9295774647887324,0.9848484848484849,0.967741935483871,0.9833333333333333,1.0,1.0,1.0,0.9523809523809523,1.0,0.9859154929577465,1.0,1.0,1.0,0.956989247311828,1.0,0.984375,1.0,0.9047619047619048,0.9825905292479109,0.9817269600241119,0.9825905292479109
1.0,0.9770992366412214,0.9635036496350364,0.9774436090225564,0.975609756097561,0.9833333333333333,0.9925925925925926,0.9777777777777777,1.0,0.9375,1.0,0.9859154929577465,0.9772727272727273,0.993006993006993,0.9875,0.978021978021978,0.9928057553956835,0.9921259842519685,1.0,0.9421487603305785,0.9825905292479109,0.9816828823168878,0.9825148723096037
86.0,65.0,71.0,66.0,62.0,60.0,67.0,66.0,78.0,63.0,69.0,71.0,86.0,71.0,79.0,93.0,69.0,64.0,87.0,63.0,0.9825905292479109,1436.0,1436.0
