0,1,2,3,4,5,6,7,accuracy,macro avg,weighted avg
0.7954545454545454,0.95,0.6829268292682927,0.8,0.7391304347826086,0.6,0.875,0.918918918918919,0.784375,0.7951788410530457,0.7951788410530456
0.875,0.95,0.7,0.6,0.85,0.75,0.7,0.85,0.784375,0.784375,0.784375
0.8333333333333334,0.9500000000000001,0.6913580246913581,0.6857142857142857,0.7906976744186046,0.6666666666666665,0.7777777777777777,0.8831168831168831,0.784375,0.7848330807148637,0.7848330807148637
40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.784375,320.0,320.0
