,method,validity,ynn_timeseries,ynn_timeseries_std,sparsity,sparsity_std,dis,dis_std
0,TS_Evo,Not implemented,0.8000000000000002,1.1102230246251565e-16,0.5722630718954248,0.32898668981134704,0.1749946908063153,0.09704991002880493
1,Wachter,0.30000000000000004,0.8,0.0,1.0,0.0,7.789084552847936,17.680067222753376
2,Ates,0.7,0.8700000000000001,0.09539392014169455,0.3729166666666667,0.3082981398833855,0.24283670575980393,0.19224248650714668
