0,1,accuracy,macro avg,weighted avg
0.5324675324675324,0.6086956521739131,0.55,0.5705815923207227,0.5705815923207228
0.82,0.28,0.55,0.55,0.55
0.6456692913385826,0.3835616438356165,0.55,0.5146154675870995,0.5146154675870995
50.0,50.0,0.55,100.0,100.0
