,ynn,ynn_timeseries,red,sparsity,closest
0,0.19999999999999996,0.8,1,10,16
1,0.6,0.8,1,5,14
2,0.19999999999999996,0.8,2,10,13
3,0.19999999999999996,0.8,1,6,13
4,0.19999999999999996,0.8,0,7,15
5,0.19999999999999996,0.8,3,4,15
6,0.3999999999999999,0.8,1,5,15
7,0.19999999999999996,0.8,2,7,14
8,0.19999999999999996,0.8,2,7,12
9,0.19999999999999996,0.8,1,9,14
10,0.3999999999999999,0.8,3,8,16
11,0.19999999999999996,0.8,0,9,15
12,0.3999999999999999,0.8,7,10,16
13,0.19999999999999996,0.8,0,6,15
14,0.19999999999999996,0.8,0,8,14
15,0.19999999999999996,0.8,0,7,13
16,0.19999999999999996,0.8,1,5,13
17,0.19999999999999996,0.8,3,8,16
18,0.19999999999999996,0.8,1,7,14
19,0.19999999999999996,0.8,2,10,14
20,0.19999999999999996,0.8,2,16,16
21,0.19999999999999996,0.8,3,16,16
22,0.19999999999999996,0.8,4,16,16
23,0.19999999999999996,0.8,1,16,16
24,0.19999999999999996,0.8,2,16,16
25,0.19999999999999996,0.8,4,16,16
26,1.0,0.8,5,16,16
27,0.19999999999999996,0.8,7,16,16
28,0.19999999999999996,0.8,5,16,16
29,0.19999999999999996,0.8,8,16,16
30,0.19999999999999996,0.8,6,16,16
31,0.19999999999999996,0.8,5,16,16
32,1.0,0.8,11,16,16
33,0.19999999999999996,0.8,4,16,16
34,0.19999999999999996,0.8,4,16,16
35,0.19999999999999996,0.8,5,16,16
36,0.3999999999999999,0.8,8,16,16
37,1.0,0.8,9,16,16
38,0.19999999999999996,0.8,2,16,16
39,0.19999999999999996,0.8,1,16,16
40,0.3999999999999999,0.8,3,12,15
41,1.0,0.8,1,11,15
42,0.19999999999999996,0.8,2,9,13
43,0.19999999999999996,0.8,2,12,16
44,0.19999999999999996,0.8,1,14,16
45,0.19999999999999996,0.8,1,6,14
46,0.19999999999999996,0.8,0,11,15
47,0.19999999999999996,0.8,1,11,15
48,0.6,0.8,4,7,14
49,0.19999999999999996,0.8,2,9,14
50,0.19999999999999996,0.8,2,13,16
51,0.19999999999999996,0.8,3,11,15
52,0.19999999999999996,0.8,4,11,16
53,0.19999999999999996,0.8,3,14,16
54,0.19999999999999996,0.8,3,5,13
55,0.3999999999999999,0.8,1,10,15
56,0.19999999999999996,0.8,2,8,13
57,0.19999999999999996,0.8,4,11,16
58,0.19999999999999996,0.8,3,9,14
59,0.19999999999999996,0.8,1,7,15
60,0.19999999999999996,0.8,2,8,14
61,0.19999999999999996,0.8,2,9,16
62,0.19999999999999996,0.8,2,8,14
63,0.19999999999999996,0.8,1,7,13
64,0.19999999999999996,0.8,3,10,15
65,0.19999999999999996,0.8,2,4,15
66,0.8,0.8,3,14,16
67,0.19999999999999996,0.8,1,15,16
68,0.19999999999999996,0.8,3,7,13
69,0.19999999999999996,0.8,2,10,14
70,0.19999999999999996,0.8,2,11,16
71,0.19999999999999996,0.8,1,14,15
72,0.19999999999999996,0.8,7,16,16
73,0.19999999999999996,0.8,3,15,15
74,0.19999999999999996,0.8,4,12,12
75,0.19999999999999996,0.8,2,12,15
76,0.19999999999999996,0.8,0,6,13
77,0.19999999999999996,0.8,0,11,16
78,0.19999999999999996,0.8,7,15,16
79,0.19999999999999996,0.8,0,15,16
